text,aspect,true_sentiment,predicted_sentiment
"From the appetizers to the spectacular and always improving wine list, to the delicious entrees.",appetizers,neutral,neutral
"From the appetizers to the spectacular and always improving wine list, to the delicious entrees.",wine list,positive,positive
"From the appetizers to the spectacular and always improving wine list, to the delicious entrees.",entrees,positive,neutral
Each course was accompanied by a new wine.,course,neutral,positive
Each course was accompanied by a new wine.,wine,positive,neutral
"The complexity of philosophical concepts can be overwhelming at times , which can make it difficult to fully grasp certain ideas .",philosophical concepts,negative,negative
"I was disappointed with the lack of diversity in the psychology department's curriculum , but the professors were knowledgeable and passionate about their subject matter .",psychology department's curriculum,negative,negative
"I was disappointed with the lack of diversity in the psychology department's curriculum , but the professors were knowledgeable and passionate about their subject matter .",professors,positive,negative
"I was disappointed with the lack of diversity in the psychology department's curriculum , but the professors were knowledgeable and passionate about their subject matter .",professors,positive,negative
The auto-focus on the camera seems to have trouble focusing on the subject.,focus,negative,positive
Our waiter and all of the people helping him were attentive and genuine .,waiter,positive,positive
Our waiter and all of the people helping him were attentive and genuine .,waiter,positive,positive
Smooth plunging! ( it did stick a bit so I sprayed it w/ lubricant.,plunging,positive,positive
It 's flimsy plastic and the monitor bounces around while you type .,monitor,negative,positive
"I haven't tried to set up any advanced features on the router, but it is not difficult to set up for basic use.",up,positive,negative
so the fact that the computer does not work on the 24 twenty fourth day is my fault.,work,negative,negative
It is a great router for a table and with the depth adjustment knob it is easy to adjust depth prescisely.,router,positive,positive
It is a great router for a table and with the depth adjustment knob it is easy to adjust depth prescisely.,adjustment,positive,positive
Dell's customer disservice is an insult to it's customers who pay good money for shoddy products.,Dell's customer disservice,negative,negative
"One of the best things about this place are the appetizers, since they have so many unique things to choose from (I always get the clams and the zucchini!)",appetizers,positive,neutral
"One of the best things about this place are the appetizers, since they have so many unique things to choose from (I always get the clams and the zucchini!)",clams,neutral,neutral
"One of the best things about this place are the appetizers, since they have so many unique things to choose from (I always get the clams and the zucchini!)",zucchini,neutral,neutral
"Arriba Arriba has much better food, margs, and atmosphere with slightly higher prices, but well worth it.",food,positive,positive
"Arriba Arriba has much better food, margs, and atmosphere with slightly higher prices, but well worth it.",prices,negative,positive
The duck confit is always amazing and the foie gras terrine with figs was out of this world .,foie gras terrine with figs,positive,positive
The duck confit is always amazing and the foie gras terrine with figs was out of this world .,duck confit,positive,positive
"We went here for lunch a couple of weeks ago on a Saturday , and I was thoroughly impressed with the food .",food,positive,positive
This is one of the nicest electronic devices that I 've ever owned .,devices,positive,positive
"Once we'd finished eating, it was another 15 minutes before we saw someone who would bring us the check - and after running my credit card, the waitress had the audacity to write cash only in the tip portion of the receipt!",check,neutral,neutral
"Once we'd finished eating, it was another 15 minutes before we saw someone who would bring us the check - and after running my credit card, the waitress had the audacity to write cash only in the tip portion of the receipt!",waitress,negative,negative
"if you are looking for a phone to integrate as easily as the sonyericsson phones with iSync, i say stick with a sonyericsson.",sonyericsson,positive,neutral
The first set I received had a loud audible tone coming from the speakers and had to be returned .,tone,negative,negative
The first set I received had a loud audible tone coming from the speakers and had to be returned .,speakers,negative,negative
"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",design,positive,positive
"After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.",tech issues,positive,positive
they have a whole bunch of devices that all have the same-sounding name ( and they are long ) .,name,negative,positive
The customer service representative was extremely helpful in resolving my issue with the product .,customer service representative,positive,positive
"I find it very stable and comfortable to use, it doesn't jump around or make me feel like I need to use a lot of arm strength to keep it under control, and  it has very good visibility to see your cut.",stable,positive,positive
"I find it very stable and comfortable to use, it doesn't jump around or make me feel like I need to use a lot of arm strength to keep it under control, and  it has very good visibility to see your cut.",use,positive,positive
"I find it very stable and comfortable to use, it doesn't jump around or make me feel like I need to use a lot of arm strength to keep it under control, and  it has very good visibility to see your cut.",visibility,positive,positive
"navigating through the menus is super easy , especially if you have owned a previous model nokia phone .",menu,positive,positive
"The power, low noise operation, and speed control makes up for the problems I have experienced.",power,positive,positive
"The power, low noise operation, and speed control makes up for the problems I have experienced.",noise,positive,positive
"The power, low noise operation, and speed control makes up for the problems I have experienced.",control,positive,positive
The design and atmosphere is just as good .,design,positive,positive
The design and atmosphere is just as good .,atmosphere,positive,positive
power supply went bad after 2 weeks --,power supply,negative,negative
"Service has improved drastically from the old days, you are now seated by a hostess instead of standing behind a nearby table waiting for them to finish.",Service,positive,negative
"Service has improved drastically from the old days, you are now seated by a hostess instead of standing behind a nearby table waiting for them to finish.",hostess,neutral,negative
"do n ' t get me started on the margaritas , either .",margaritas,negative,negative
"Our last experience: Waiting for a table at the bar (we always make reservations), the bartender ignored us until my husband intervened with one of the owners.",table,neutral,neutral
"Our last experience: Waiting for a table at the bar (we always make reservations), the bartender ignored us until my husband intervened with one of the owners.",reservations,neutral,neutral
"Our last experience: Waiting for a table at the bar (we always make reservations), the bartender ignored us until my husband intervened with one of the owners.",owners,negative,neutral
"Do not go to this restaurant unless you like paying high prices for small protions, ordering a drink that arrives 20 minutes later, or ordering a meal only to get the side dish 5 minutes after you're done.",prices,negative,negative
"Do not go to this restaurant unless you like paying high prices for small protions, ordering a drink that arrives 20 minutes later, or ordering a meal only to get the side dish 5 minutes after you're done.",drink,neutral,neutral
The waiter set down my companion's meal and didn't return with my dish for some time.,waiter,negative,negative
The waiter set down my companion's meal and didn't return with my dish for some time.,meal,neutral,neutral
The waiter set down my companion's meal and didn't return with my dish for some time.,dish,neutral,neutral
"The food at Mercer Kitchen is great, flavorful and nicely portioned.",food,positive,positive
"The food at Mercer Kitchen is great, flavorful and nicely portioned.",Kitchen,neutral,neutral
"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",iphoto,positive,positive
"I use iphoto all the time, which is a great program for anyone who is into photography - amateurs and experts alike.",program,positive,positive
"The science textbook was incredibly dense and difficult to understand , which made studying for the exam a real struggle .",science textbook,negative,negative
"The science textbook was incredibly dense and difficult to understand , which made studying for the exam a real struggle .",studying for the exam,negative,negative
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Sony Sonic Stage software,neutral,positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",speakers,positive,positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",subwoofer,positive,positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",extended life battery,neutral,positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Docking port,neutral,positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth mouse,neutral,positive
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth enabled,negative,positive
"When we got our bill the drinks were full priced and when we asked, our waitress said that there is no happy hour on the roof.",bill,neutral,neutral
"When we got our bill the drinks were full priced and when we asked, our waitress said that there is no happy hour on the roof.",drinks,neutral,neutral
"When we got our bill the drinks were full priced and when we asked, our waitress said that there is no happy hour on the roof.",waitress,negative,negative
"After ordering a couple beers from the pleasant bartender, my date and I took a seat at one of MANY vacant tables next to the bar (The bar stools were full).",bartender,positive,negative
"After ordering a couple beers from the pleasant bartender, my date and I took a seat at one of MANY vacant tables next to the bar (The bar stools were full).",seat,neutral,neutral
"After ordering a couple beers from the pleasant bartender, my date and I took a seat at one of MANY vacant tables next to the bar (The bar stools were full).",bar stools,negative,neutral
The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!,magnetic plug-in power charging power cord,positive,positive
"The strict attendance policy of our college is frustrating , especially during the pandemic when students may face connectivity issues .",attendance policy,negative,negative
"The strict attendance policy of our college is frustrating , especially during the pandemic when students may face connectivity issues .",pandemic,negative,negative
I must admit the times my family (6 or more) have had dinner there the service seemed to forget us after serving the main course.,dinner,neutral,neutral
I must admit the times my family (6 or more) have had dinner there the service seemed to forget us after serving the main course.,service,negative,negative
I must admit the times my family (6 or more) have had dinner there the service seemed to forget us after serving the main course.,serving,neutral,neutral
"For every simple winner like Newport steak with pistachio salsa verde, there's an overconceived braised lamb with cinnamon, olives and cilantro or a meek salt- and pepper-crusted shrimp with citrus slices.",steak with pistachio salsa,neutral,neutral
"For every simple winner like Newport steak with pistachio salsa verde, there's an overconceived braised lamb with cinnamon, olives and cilantro or a meek salt- and pepper-crusted shrimp with citrus slices.",braised lamb,positive,neutral
"For every simple winner like Newport steak with pistachio salsa verde, there's an overconceived braised lamb with cinnamon, olives and cilantro or a meek salt- and pepper-crusted shrimp with citrus slices.",olives,neutral,neutral
"For every simple winner like Newport steak with pistachio salsa verde, there's an overconceived braised lamb with cinnamon, olives and cilantro or a meek salt- and pepper-crusted shrimp with citrus slices.",citrus slices,neutral,neutral
"I was disappointed by the lack of character development in this movie , but the cinematography was stunning .",character development,negative,negative
"I was disappointed by the lack of character development in this movie , but the cinematography was stunning .",cinematography,positive,negative
"We went for lunch on Saturday, wait wasn't bad considering that it had only opened recently.",lunch,neutral,neutral
"We went for lunch on Saturday, wait wasn't bad considering that it had only opened recently.",wait,positive,negative
first let me say that it is much smaller than it looks on the web and it also looks better .,size,positive,positive
I especially love the ` remote ' controller stand with it 's big volume knob and simple selector buttons .,controller,positive,positive
I especially love the ` remote ' controller stand with it 's big volume knob and simple selector buttons .,volume knob,positive,positive
I especially love the ` remote ' controller stand with it 's big volume knob and simple selector buttons .,selector buttons,positive,positive
"i always scour citysearch for recommended dishes so here are mine: start with pork and pear appetizer (of asian pear and pork), have eel and cream cheese on top of multigrain rice (but do share it's big portion) and you must try beef with gingseng in stone pot.",dishes,positive,neutral
"i always scour citysearch for recommended dishes so here are mine: start with pork and pear appetizer (of asian pear and pork), have eel and cream cheese on top of multigrain rice (but do share it's big portion) and you must try beef with gingseng in stone pot.",pear appetizer,neutral,neutral
"i always scour citysearch for recommended dishes so here are mine: start with pork and pear appetizer (of asian pear and pork), have eel and cream cheese on top of multigrain rice (but do share it's big portion) and you must try beef with gingseng in stone pot.",asian pear,neutral,neutral
"i always scour citysearch for recommended dishes so here are mine: start with pork and pear appetizer (of asian pear and pork), have eel and cream cheese on top of multigrain rice (but do share it's big portion) and you must try beef with gingseng in stone pot.",multigrain rice,neutral,neutral
"i always scour citysearch for recommended dishes so here are mine: start with pork and pear appetizer (of asian pear and pork), have eel and cream cheese on top of multigrain rice (but do share it's big portion) and you must try beef with gingseng in stone pot.",beef,positive,positive
"SUMMARY - I 'm happy to say that despite much frustration with setup , the Bufflo Nfinity G300N is working fantastic as a wireless access point with great range .",setup,negative,positive
"SUMMARY - I 'm happy to say that despite much frustration with setup , the Bufflo Nfinity G300N is working fantastic as a wireless access point with great range .",Bufflo Nfinity G300N,positive,positive
"SUMMARY - I 'm happy to say that despite much frustration with setup , the Bufflo Nfinity G300N is working fantastic as a wireless access point with great range .",access point,positive,positive
"SUMMARY - I 'm happy to say that despite much frustration with setup , the Bufflo Nfinity G300N is working fantastic as a wireless access point with great range .",range,positive,positive
The space shuttle program was a tremendous achievement for NASA .,space shuttle program,positive,positive
this place survives on reputation alone .,place,negative,positive
"Food was served very promptly, but our wait for drinks was surprisingly long.",served,positive,neutral
"Food was served very promptly, but our wait for drinks was surprisingly long.",wait,negative,negative
"Food was served very promptly, but our wait for drinks was surprisingly long.",drinks,neutral,neutral
There are better cameras but none anywhere near as light and compact.,light,positive,positive
There are better cameras but none anywhere near as light and compact.,compact,positive,positive
The recipe uses shrimp with shell since they preserve the juice much better and it just made me remember my childhood at the beach in Acapulco.,recipe uses shrimp,neutral,neutral
The recipe uses shrimp with shell since they preserve the juice much better and it just made me remember my childhood at the beach in Acapulco.,juice,positive,neutral
With Bluetooth off the phone last almost twice as long.,battery,positive,negative
"The service was not the greatest, but the place is huge and it has a nice setting.",service,negative,positive
"The service was not the greatest, but the place is huge and it has a nice setting.",place,positive,positive
"The service was not the greatest, but the place is huge and it has a nice setting.",setting,positive,positive
"I registered for this item because of the good reviews it got, however I was not impressed.",item,negative,negative
"even though the place is not beautiful , the food speaks for itself .",place,negative,negative
"even though the place is not beautiful , the food speaks for itself .",food,positive,negative
"Since it literally is a complete hole in the wall , it 's a bit intimidating at first , but you get over that very quickly as soon as the friendly staff welcomes you - do n't hesitate to ask for help with what to get .",staff,positive,negative
"These tasks are faster and easier than in prior versions, and I found the menu to be much more navigable.",faster,positive,positive
"These tasks are faster and easier than in prior versions, and I found the menu to be much more navigable.",menu,positive,neutral
I was pleasantly surprised by the level of professionalism and expertise displayed by my lawyer during our consultation .,my lawyer,positive,positive
I was pleasantly surprised by the level of professionalism and expertise displayed by my lawyer during our consultation .,my lawyer,positive,positive
"The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.",menu,neutral,neutral
"The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.",French bistro fare,positive,neutral
"The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.",steamed mussels with French fries,neutral,neutral
"The menu features classic French bistro fare, like steamed mussels with French fries and hangar steak with a green peppercorn sauce.",green peppercorn sauce,neutral,neutral
The breakthroughs in medical science have given hope to many patients and their families .,medical science,positive,positive
The breakthroughs in medical science have given hope to many patients and their families .,patients and their families,positive,positive
"i read reviews that called the restaurant too expensive and i thought to myself , but may be it is worth it .",restaurant,negative,negative
"i read reviews that called the restaurant too expensive and i thought to myself , but may be it is worth it .",restaurant,negative,negative
the only thing that my friend left out is that when we sat down at the bar the bartender disappeared .,bartender,negative,negative
the top did not fit well into the unit . ( felt defective ),top,negative,negative
"There was a fire crackling in the dining room, the bar was a finished copper, the stools were leather, and the lighting wasn't dim nor bright, but just.",dining room,neutral,neutral
"There was a fire crackling in the dining room, the bar was a finished copper, the stools were leather, and the lighting wasn't dim nor bright, but just.",bar,negative,neutral
"There was a fire crackling in the dining room, the bar was a finished copper, the stools were leather, and the lighting wasn't dim nor bright, but just.",stools,negative,negative
"There was a fire crackling in the dining room, the bar was a finished copper, the stools were leather, and the lighting wasn't dim nor bright, but just.",lighting,negative,negative
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here .,meal,positive,positive
You can get an excellent meal at most of the many Indian restaurants on nearby Lexington Avenue for the cost of one the dainty dishes here .,dishes,positive,positive
"My only two complaints are that (1) our server was a real space cadet and kinda inattentive and (2) the sodas were really small; overall, though, I had a great time and really enjoyed my dinner!",space,neutral,positive
"My only two complaints are that (1) our server was a real space cadet and kinda inattentive and (2) the sodas were really small; overall, though, I had a great time and really enjoyed my dinner!",dinner,positive,neutral
i 've sent 10 e-mails to their customer service department requesting an ra with no response .,service,negative,negative
the service is good and the resturant is clean .,service,positive,positive
the service is good and the resturant is clean .,resturant,positive,positive
All-night restaurant with excellent burgers and stella on tap.,burgers,positive,positive
All-night restaurant with excellent burgers and stella on tap.,tap,neutral,neutral
He is a gracious chef who comes to the table and greets the guests.,chef,positive,neutral
He is a gracious chef who comes to the table and greets the guests.,table,neutral,neutral
But it's the ambience that is the draw for me---sipping red wine and sitting under the red awning on a warm night.,ambience,positive,positive
But it's the ambience that is the draw for me---sipping red wine and sitting under the red awning on a warm night.,red wine,neutral,neutral
Apparently the same hostess was also trying to kick out a group of women having drinks at a table and giving them a hard time for holding up a table.,hostess,negative,negative
Apparently the same hostess was also trying to kick out a group of women having drinks at a table and giving them a hard time for holding up a table.,drinks,neutral,neutral
"Right out of the box, I loved it, better features than the Ipod, great sound quality and no limitations on what music sources I can use.",quality,positive,positive
"Right out of the box, I loved it, better features than the Ipod, great sound quality and no limitations on what music sources I can use.",support,positive,positive
The I-Pod is the best thing I have ever used.,Pod,positive,positive
i went there for lunch and it was not as good as i expected from the reviews i read .,lunch,negative,negative
"The new tax policy introduced by the government has been received positively by the business community , as it has led to an increase in investment and job opportunities .",tax policy,positive,positive
"The new tax policy introduced by the government has been received positively by the business community , as it has led to an increase in investment and job opportunities .",business community,positive,positive
"The new tax policy introduced by the government has been received positively by the business community , as it has led to an increase in investment and job opportunities .",job opportunities,positive,positive
"But overall loved the place, outside of our waiter who literally tried to force us into ordering drinks.",waiter,negative,negative
"But overall loved the place, outside of our waiter who literally tried to force us into ordering drinks.",drinks,neutral,neutral
"Solid, squeak-free, large screen.",screen,positive,positive
this player is an ideal purchase .,player,positive,positive
A must for all the Dosa lovers .,Dosa,positive,positive
"I find it difficult to remove back cover so is you plan to have a spare battery and replace it I suggest you don't ,besides it has a long battery life.",cover,negative,negative
"I find it difficult to remove back cover so is you plan to have a spare battery and replace it I suggest you don't ,besides it has a long battery life.",life,positive,negative
"The play was a disappointment , with lackluster performances from the cast .",play,negative,negative
"The play was a disappointment , with lackluster performances from the cast .",performances,negative,negative
And if you have a iphone or ipod touch you can connect and download songs to it at high speed.,speed,positive,positive
"The waiters actually roll their eyes when you order something, as if you are imposing on them by ordering food.",waiters,negative,negative
"The waiters actually roll their eyes when you order something, as if you are imposing on them by ordering food.",food,neutral,neutral
"Although the decor is lovely as usual, service has detiorated.",decor,positive,positive
"Although the decor is lovely as usual, service has detiorated.",service,negative,positive
"Fresh fish, tender milk fed veal and outrageous Veal Chops adorn their menu and special list.",fish,positive,positive
"Fresh fish, tender milk fed veal and outrageous Veal Chops adorn their menu and special list.",menu,neutral,neutral
"Fresh fish, tender milk fed veal and outrageous Veal Chops adorn their menu and special list.",list,positive,positive
3 . mediasource is an application with serious user interface flaws .,mediasource,negative,positive
The history class at my school is taught by a brilliant professor who makes the subject come alive with engaging lectures and thought-provoking discussions .,history class,positive,positive
The history class at my school is taught by a brilliant professor who makes the subject come alive with engaging lectures and thought-provoking discussions .,subject,positive,positive
The history class at my school is taught by a brilliant professor who makes the subject come alive with engaging lectures and thought-provoking discussions .,discussions,positive,positive
We were disappointed with the pre-fixe menu of only 2 choices per course ( other restaurants offer 3 choices ) and ended up ordering a la carte .,pre-fixe menu,negative,negative
We were disappointed with the pre-fixe menu of only 2 choices per course ( other restaurants offer 3 choices ) and ended up ordering a la carte .,choices per course,neutral,negative
it ' s a small cute restaurant .,restaurant,positive,positive
it ' s a small cute restaurant .,restaurant,positive,positive
"After consulting with Creative's customer support, they determined that the hard drive was broken and the only recourse was to send it in for repair, which would cost me $40, since it's past the 90 day warranty (pretty short warranty).",warranty,negative,neutral
"Management had always been rude, but without the great staff as a buffer, Jesse's is just another pubby place with poor decor and average food.",Management,negative,positive
"Management had always been rude, but without the great staff as a buffer, Jesse's is just another pubby place with poor decor and average food.",decor,negative,positive
"Management had always been rude, but without the great staff as a buffer, Jesse's is just another pubby place with poor decor and average food.",food,neutral,positive
"With the large crowds here and the larger menu, be prepared to wait for your dinner to arrive at your table.",crowds,positive,positive
"With the large crowds here and the larger menu, be prepared to wait for your dinner to arrive at your table.",dinner,neutral,neutral
"With the large crowds here and the larger menu, be prepared to wait for your dinner to arrive at your table.",table,neutral,neutral
"I asked the waitress what this was for and her responses were as follows: We put in an extra shot, We had to use ice in the drink, and It must have been the computer.",waitress,negative,negative
"I asked the waitress what this was for and her responses were as follows: We put in an extra shot, We had to use ice in the drink, and It must have been the computer.",drink,neutral,neutral
"We decided on several appetizers, the clear winner was the sardines, something I normally wouldnt have tried.",appetizers,neutral,neutral
"We decided on several appetizers, the clear winner was the sardines, something I normally wouldnt have tried.",sardines,positive,positive
"Every time I eat there I feel as if the chef and waitstaff have cooked, prepared and served a meal as if I am the only customer/guest.",waitstaff,positive,positive
"Every time I eat there I feel as if the chef and waitstaff have cooked, prepared and served a meal as if I am the only customer/guest.",meal,neutral,neutral
"For dessert I had the green tea tiramisu and ice cream- I loved both, my bf who doesn't really like green tea actually really liked the tiramisu.",dessert,neutral,neutral
"For dessert I had the green tea tiramisu and ice cream- I loved both, my bf who doesn't really like green tea actually really liked the tiramisu.",green tea tiramisu,positive,positive
"At any rate, if you have been interested in  digital photography but the price and confusion have held you back,  consider the Canon S100 Digital Elph.",S100,positive,positive
"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",screen,positive,positive
"The screen is bright and vivid and the keyboard is very easy to use, very important for use quick typers.",keyboard,positive,positive
Gia Lam I' s service is not much better but the food was.,service,negative,negative
Gia Lam I' s service is not much better but the food was.,food,positive,positive
"The beach was crowded with tourists , but the clear blue water and white sand made it worth the trip .",beach,positive,positive
"The beach was crowded with tourists , but the clear blue water and white sand made it worth the trip .",clear blue water,positive,positive
"The beach was crowded with tourists , but the clear blue water and white sand made it worth the trip .",white sand,positive,positive
"Come in the evening, sip a glass of wine, or two, and enjoy the great live jazz along with your dinner.",live jazz,positive,neutral
"Come in the evening, sip a glass of wine, or two, and enjoy the great live jazz along with your dinner.",dinner,neutral,neutral
I've used the Corporate edition at work without any problems ever.,edition,positive,positive
"The S100's image quality rates in the middle of its class, but it can still be a reasonable choice for students, families, or small businesses looking for an ultra-portable camera that weighs less than half a pound with media and battery pack.",quality,positive,positive
"The S100's image quality rates in the middle of its class, but it can still be a reasonable choice for students, families, or small businesses looking for an ultra-portable camera that weighs less than half a pound with media and battery pack.",weighs,positive,positive
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",portability,positive,positive
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",longevity,positive,positive
"As a computer science student in college, I find that the portability, longevity, and ease of use of this computer make me (shockingly) want to do homework more;",use,positive,positive
It is easy to go from one keyboard to another.,keyboard,neutral,positive
but canon never fails to amaze .,canon,positive,negative
Olives served at the bar are wonderful.,Olives served,positive,neutral
Olives served at the bar are wonderful.,bar,neutral,neutral
+Battery life is awesome IF you upgrade the firmware [requires a windows pc] OR make sure to always plug the ac adapter into the player before plugging into the outlet +Awesome sound quality... I mean it is Creative right?,life,positive,positive
+Battery life is awesome IF you upgrade the firmware [requires a windows pc] OR make sure to always plug the ac adapter into the player before plugging into the outlet +Awesome sound quality... I mean it is Creative right?,quality,positive,positive
"The quality of the fabrics used in this designer's collection is exceptional , and the attention to detail is impressive .",designer's collection,positive,positive
"The quality of the fabrics used in this designer's collection is exceptional , and the attention to detail is impressive .",attention to detail,positive,positive
"i have tried to make reservations , but both times , the hostess did n ' t have my name .",hostess,negative,negative
"You will pay a lot for the decore , but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY .",decore,negative,negative
"You will pay a lot for the decore , but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY .",food,neutral,positive
"I love the variety of styles this fashion website offers , but their shipping is always delayed .",variety of styles,positive,positive
"I love the variety of styles this fashion website offers , but their shipping is always delayed .",shipping,negative,positive
"I had dinner here with a few friends recently, and while I must admit that the food and service was okay, the prices simply did not match the environment and cuisine.",dinner,neutral,neutral
"I had dinner here with a few friends recently, and while I must admit that the food and service was okay, the prices simply did not match the environment and cuisine.",food,positive,positive
"I had dinner here with a few friends recently, and while I must admit that the food and service was okay, the prices simply did not match the environment and cuisine.",service,positive,negative
"I had dinner here with a few friends recently, and while I must admit that the food and service was okay, the prices simply did not match the environment and cuisine.",prices,negative,negative
"I had dinner here with a few friends recently, and while I must admit that the food and service was okay, the prices simply did not match the environment and cuisine.",cuisine,neutral,neutral
Mac is not made for gaming.,gaming,negative,negative
"great food, even better price, they also have a dj spinning great music, definitely a must try.",food,positive,positive
"great food, even better price, they also have a dj spinning great music, definitely a must try.",price,positive,positive
"great food, even better price, they also have a dj spinning great music, definitely a must try.",dj,neutral,positive
"great food, even better price, they also have a dj spinning great music, definitely a must try.",music,positive,positive
"So far , I am super happy with this small yet powerful enough laptop .",laptop,positive,positive
"So far , I am super happy with this small yet powerful enough laptop .",small,positive,positive
"You don't need to cough up an extra couple bucks for a ""special edition"" to get black! - Sound: Awesome! - Batteries: removable/replaceable.",sound,positive,negative
The Food The menu lists affordable soul food and barbecue favorites.,menu,neutral,neutral
The Food The menu lists affordable soul food and barbecue favorites.,soul food,positive,positive
Go for the Champ.,Champ,positive,positive
I was pleasantly surprised by the knowledgeable and engaging professors in my history class .,professors,positive,positive
I was pleasantly surprised by the knowledgeable and engaging professors in my history class .,professors,positive,positive
Taj Mahal offeres gret value and great food .,value,positive,positive
Taj Mahal offeres gret value and great food .,food,positive,positive
Over for the price this is a good unit .,price,positive,positive
Over for the price this is a good unit .,unit,positive,positive
The classic novel I was assigned to read for my literature class was a tedious and difficult slog .,classic novel,negative,negative
The classic novel I was assigned to read for my literature class was a tedious and difficult slog .,classic novel,negative,negative
"it is of high quality, has a killer GUI, is extremely stable, is highly expandable, is bundled with lots of very good applications, is easy to use, and is absolutely gorgeous.",quality,positive,positive
"it is of high quality, has a killer GUI, is extremely stable, is highly expandable, is bundled with lots of very good applications, is easy to use, and is absolutely gorgeous.",GUI,positive,positive
"it is of high quality, has a killer GUI, is extremely stable, is highly expandable, is bundled with lots of very good applications, is easy to use, and is absolutely gorgeous.",applications,positive,positive
"it is of high quality, has a killer GUI, is extremely stable, is highly expandable, is bundled with lots of very good applications, is easy to use, and is absolutely gorgeous.",use,positive,positive
Multiple users on one machine never seemed to behave like you'd expect.,network,negative,negative
"Then , get ripped on free box wine .",box wine,positive,positive
big wong gets big ups for a fine establishment .,big wong,positive,positive
big wong gets big ups for a fine establishment .,big wong,positive,positive
It has plenty of power.,power,positive,positive
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,drinks,neutral,neutral
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,dishes,positive,neutral
She was very helpful in suggesting us drinks and helped us in ordering a lot of good dishes since we knew nothing about Indian food.,Indian food,neutral,neutral
"Food was good, but not worth the wait.",Food,positive,positive
"Food was good, but not worth the wait.",wait,negative,negative
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,Windows,negative,negative
I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.,screen hinges,negative,negative
Disappointed in the selection on the restaurant week menu (which did not include any steak entrees) but impressed with the actual food- everything was very good- fresh and innovative- saffron risotto was not too powerful and the entrees were all good.,menu,neutral,neutral
Disappointed in the selection on the restaurant week menu (which did not include any steak entrees) but impressed with the actual food- everything was very good- fresh and innovative- saffron risotto was not too powerful and the entrees were all good.,steak entrees,negative,neutral
"Despite some minor flaws , I thoroughly enjoyed reading this book and would highly recommend it to others .",reading this book,positive,positive
"Despite some minor flaws , I thoroughly enjoyed reading this book and would highly recommend it to others .",recommend it to others,positive,positive
"The tour guide was knowledgeable and entertaining , but the food on the trip was disappointing .",tour guide,positive,negative
"The tour guide was knowledgeable and entertaining , but the food on the trip was disappointing .",food,negative,negative
"service is not exactly five star , but thats not really a big deal .",service,neutral,negative
"Not a destination restaurant, but if you're hungry for breakfast or lunch, big portions and good quality for the money.",breakfast,neutral,neutral
"Not a destination restaurant, but if you're hungry for breakfast or lunch, big portions and good quality for the money.",portions,positive,positive
"Not a destination restaurant, but if you're hungry for breakfast or lunch, big portions and good quality for the money.",quality,positive,positive
but now i have realized its a problem with this brand.,brand,negative,negative
This is an amazing place to try some roti rolls .,roti rolls,positive,positive
The establishment scores big points in presentation and style .,establishment,positive,positive
