text,aspect,predicted_sentiment
"The price was very good, and the product is top quality.",price,positive
"The price was very good, and the product is top quality.",quality,positive
The chef even came out with a sample some new appetizers he's working on (the tuna tartare is a keeper!,chef,positive
The chef even came out with a sample some new appetizers he's working on (the tuna tartare is a keeper!,new appetizers,neutral
The chef even came out with a sample some new appetizers he's working on (the tuna tartare is a keeper!,tuna tartare,positive
"Despite the high cost of healthcare in the United States , I was pleased with the quality of care I received during my recent hospital stay .",healthcare,positive
"It might be the best sit down food I've had in the area, so if you are going to the upright citizen brigade, or the garden, it could be just the place for you.",food,positive
"It might be the best sit down food I've had in the area, so if you are going to the upright citizen brigade, or the garden, it could be just the place for you.",garden,neutral
"The Food In a health-conscious century, it's as likely to be the pub grub as it is the booze that does you in.",Food,positive
"The Food In a health-conscious century, it's as likely to be the pub grub as it is the booze that does you in.",pub,neutral
"at the end of the meal the hostess came to us and rudely ask us to leave the table, we were astonished by her attitude.",hostess,negative
"at the end of the meal the hostess came to us and rudely ask us to leave the table, we were astonished by her attitude.",table,neutral
easily the worst stir - fried squid i ' ve ever tasted .,stir - fried squid,negative
"good , fast service .",service,positive
"good , fast service .",service,positive
"Nice ambiance , nice little bar , good bartender , Francois , and good service .",bar,positive
"Nice ambiance , nice little bar , good bartender , Francois , and good service .",bartender,positive
"Nice ambiance , nice little bar , good bartender , Francois , and good service .",service,positive
"Nice ambiance , nice little bar , good bartender , Francois , and good service .",ambiance,positive
"Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.",Programs,negative
Best plan is to order more appetizers and get one sushi platter.,appetizers,positive
Best plan is to order more appetizers and get one sushi platter.,sushi platter,neutral
The waiter brought the wrong food and charged us for food and drinks we didn't order.,waiter,negative
The waiter brought the wrong food and charged us for food and drinks we didn't order.,drinks,neutral
Absolutely no problems with this router.,working,positive
"the food was good , the place was clean and affordable .",food,positive
"the food was good , the place was clean and affordable .",place,positive
"the food was good , the place was clean and affordable .",place,positive
These speakers are incredibly amazing .,speakers,positive
Sushi pieces are smaller if u r a 'buffet' customer and choices are rather limited and there's really nothing special on the menu.,Sushi,negative
Sushi pieces are smaller if u r a 'buffet' customer and choices are rather limited and there's really nothing special on the menu.,choices,negative
Sushi pieces are smaller if u r a 'buffet' customer and choices are rather limited and there's really nothing special on the menu.,menu,neutral
the extended zoom range and faster lense put it at the top of it 's class .,zoom,positive
the extended zoom range and faster lense put it at the top of it 's class .,lense,positive
The hostess SLOWLY walked by our table scribbing something on paper.,hostess,negative
The hostess SLOWLY walked by our table scribbing something on paper.,table,neutral
The waiter rushed us through the last half of our dinner because they were turning the room into a dance floor.,waiter,negative
The waiter rushed us through the last half of our dinner because they were turning the room into a dance floor.,dinner,neutral
"The place is small, the host was friendly and communicative -- we had to wait 45 minutes for a table but they don't take reservations and clearly it's a popular spot.",place,negative
"The place is small, the host was friendly and communicative -- we had to wait 45 minutes for a table but they don't take reservations and clearly it's a popular spot.",reservations,neutral
"I found the discussions in my philosophy seminar to be thought-provoking and stimulating , and I appreciated the opportunity to engage with my peers in a meaningful way .",discussions,positive
"I found the discussions in my philosophy seminar to be thought-provoking and stimulating , and I appreciated the opportunity to engage with my peers in a meaningful way .",opportunity to engage with my,positive
"Fantastic flavor, but certainly not worth the high price of the small glass.",flavor,positive
"Fantastic flavor, but certainly not worth the high price of the small glass.",price,negative
"Fantastic flavor, but certainly not worth the high price of the small glass.",glass,negative
"The only thing I don't understand is that the resolution of the screen isn't high enough for some pages, such as Yahoo!Mail.",resolution of the screen,negative
"However, the wait was worth it, the food was just great - make sure you have the tuna.",wait,positive
"However, the wait was worth it, the food was just great - make sure you have the tuna.",food,positive
"However, the wait was worth it, the food was just great - make sure you have the tuna.",tuna,neutral
Recenly the variable speed control went out.,control,negative
Was not happy with one of the programs on it.,one of the programs,negative
I have been dining at Narita for 6 years and have thoroughly enjoyed every meal.,dining,neutral
I have been dining at Narita for 6 years and have thoroughly enjoyed every meal.,meal,positive
The only problem i have is with the handle you use to open the top compartment.,open,negative
"nice place, good service but the price is a little bit more expensive when compare with the area, location and small dishes.",service,positive
"nice place, good service but the price is a little bit more expensive when compare with the area, location and small dishes.",location,neutral
"nice place, good service but the price is a little bit more expensive when compare with the area, location and small dishes.",dishes,negative
"Being a basil fanitac, the fresh leaves that come on the pizza pie I ordered were a delight.",basil,neutral
"Being a basil fanitac, the fresh leaves that come on the pizza pie I ordered were a delight.",pizza,positive
"The Scene Petite Abeille is ideal for a lazy lunch, a restorative brunch or light dinner.",Scene,positive
"The Scene Petite Abeille is ideal for a lazy lunch, a restorative brunch or light dinner.",lunch,neutral
"The Scene Petite Abeille is ideal for a lazy lunch, a restorative brunch or light dinner.",brunch,neutral
"The Scene Petite Abeille is ideal for a lazy lunch, a restorative brunch or light dinner.",dinner,neutral
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",HD,positive
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",graphics chip,positive
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",components,positive
"Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.",DVD burner,positive
"The ingredients taste fresher , the crust is thinner and crispier , the slice is less oily , and it 's never burnt like it occasionally is at Joe 's .",ingredients,positive
"The ingredients taste fresher , the crust is thinner and crispier , the slice is less oily , and it 's never burnt like it occasionally is at Joe 's .",crust,positive
"The ingredients taste fresher , the crust is thinner and crispier , the slice is less oily , and it 's never burnt like it occasionally is at Joe 's .",crust,positive
"The ingredients taste fresher , the crust is thinner and crispier , the slice is less oily , and it 's never burnt like it occasionally is at Joe 's .",slice,positive
"We waited forever for our orders, our drinks came out AFTER our food, we never got refills on water, we had to ask like three times for extra dressing, and our waiter was rude.",drinks,neutral
"We waited forever for our orders, our drinks came out AFTER our food, we never got refills on water, we had to ask like three times for extra dressing, and our waiter was rude.",water,neutral
"We waited forever for our orders, our drinks came out AFTER our food, we never got refills on water, we had to ask like three times for extra dressing, and our waiter was rude.",dressing,neutral
"We waited forever for our orders, our drinks came out AFTER our food, we never got refills on water, we had to ask like three times for extra dressing, and our waiter was rude.",waiter,negative
i had fish and my husband had the filet - both of which exceeded our expectations .,fish,positive
i had fish and my husband had the filet - both of which exceeded our expectations .,filet,positive
"Food was at best, mediocre and when the bill finally came they had nerve to add on 20% gratuity even though there was nothing stated on the menu or anywhere that gratuity was included for a party of 5 (usually a party of 6 is gratuity inclusive).",bill,neutral
"Food was at best, mediocre and when the bill finally came they had nerve to add on 20% gratuity even though there was nothing stated on the menu or anywhere that gratuity was included for a party of 5 (usually a party of 6 is gratuity inclusive).",menu,neutral
"Food was at best, mediocre and when the bill finally came they had nerve to add on 20% gratuity even though there was nothing stated on the menu or anywhere that gratuity was included for a party of 5 (usually a party of 6 is gratuity inclusive).",Food,negative
"Service was prompt , friendly and great .",Service,positive
"Service was prompt , friendly and great .",Service,positive
"Service was prompt , friendly and great .",Service,positive
"The atmosphere of this café is cozy and welcoming , and the coffee is some of the best I've ever had .",café is,positive
"The atmosphere of this café is cozy and welcoming , and the coffee is some of the best I've ever had .",coffee,positive
the photo quality is amazing and i know i 'm going to have fun with all the features .,quality,positive
ingredients are organic which is a real plus for me .,ingredients,positive
ingredients are organic which is a real plus for me .,ingredients,positive
Another problem I had with this camera was the zoom function.,zoom,negative
"After I inquired why the food was taking so long, the waitress told us that the 2 dishes we ordered take a long time.",food,neutral
"After I inquired why the food was taking so long, the waitress told us that the 2 dishes we ordered take a long time.",waitress,neutral
"After I inquired why the food was taking so long, the waitress told us that the 2 dishes we ordered take a long time.",time,negative
This was not the same hostess I usually see there who happens to be very sweet and provides excellent service.,hostess,neutral
This was not the same hostess I usually see there who happens to be very sweet and provides excellent service.,service,positive
The Netgear Router was simple to set up and has worked well for the last couple to few months I have had it .,set up,positive
The Netgear Router was simple to set up and has worked well for the last couple to few months I have had it .,worked,positive
This camera is bulletproof.,camera,positive
"Although we arrived at the restaurant 10 min late, the hostess did not have a table for us.",hostess,negative
"Although we arrived at the restaurant 10 min late, the hostess did not have a table for us.",table,neutral
"The historical fiction book I read was well-written and engaging , but the author took some liberties with the facts .",historical fiction book,positive
"The historical fiction book I read was well-written and engaging , but the author took some liberties with the facts .",author,negative
I even downloaded the product's user manual - useless.,manual,negative
After dinner I thanked the bartender and told him how this was the only good French food we had found in Manhattan.,dinner,neutral
After dinner I thanked the bartender and told him how this was the only good French food we had found in Manhattan.,bartender,positive
After dinner I thanked the bartender and told him how this was the only good French food we had found in Manhattan.,French food,positive
the veal and the mushrooms were cooked perfectly .,veal,positive
the veal and the mushrooms were cooked perfectly .,mushrooms,positive
"It's easy and really works, with some incredible range.",works,positive
"It's easy and really works, with some incredible range.",range,positive
Cheese plate is a varied delight and great bargain at $ 10 .,Cheese plate,positive
Cheese plate is a varied delight and great bargain at $ 10 .,Cheese plate,positive
"you can create playlists , drag & drop songs and playlists to your player , and rip directly from cd to your player .",playlist,positive
"you can create playlists , drag & drop songs and playlists to your player , and rip directly from cd to your player .",rip,positive
"the only things u could really taste are the very salty soy sauce ( even its low sodium ) , the vinegar - soaked rice , and the scallion on top of the fish .",soy sauce,negative
"the only things u could really taste are the very salty soy sauce ( even its low sodium ) , the vinegar - soaked rice , and the scallion on top of the fish .",rice,negative
Easy Set Up .,Set Up,positive
I was pleasantly surprised by the range of health food options available at this restaurant .,health food options,positive
"The host was aloof; my waitress, though sweet, didn't seem to know the food or the menu very well; and the waiter we flagged over to order our wine seemed as if he had never looked at the wine list before.",host,negative
"The host was aloof; my waitress, though sweet, didn't seem to know the food or the menu very well; and the waiter we flagged over to order our wine seemed as if he had never looked at the wine list before.",waitress,positive
"The host was aloof; my waitress, though sweet, didn't seem to know the food or the menu very well; and the waiter we flagged over to order our wine seemed as if he had never looked at the wine list before.",menu,neutral
"The host was aloof; my waitress, though sweet, didn't seem to know the food or the menu very well; and the waiter we flagged over to order our wine seemed as if he had never looked at the wine list before.",waiter,negative
"The host was aloof; my waitress, though sweet, didn't seem to know the food or the menu very well; and the waiter we flagged over to order our wine seemed as if he had never looked at the wine list before.",wine list,neutral
The hostess did not verify/review the menu prices with us nor did they inform us of the logistics of the brunch.,hostess,negative
The hostess did not verify/review the menu prices with us nor did they inform us of the logistics of the brunch.,brunch,neutral
Too bad they don't mention anything about how the CD can't be used with a Mac.,CD,negative
"Beautiful home theater and music speaker ... crisp highs , defined mids , and respectable bass .",home theater,positive
"Beautiful home theater and music speaker ... crisp highs , defined mids , and respectable bass .",music speaker,positive
"Beautiful home theater and music speaker ... crisp highs , defined mids , and respectable bass .",highs,positive
"Beautiful home theater and music speaker ... crisp highs , defined mids , and respectable bass .",mids,positive
"Beautiful home theater and music speaker ... crisp highs , defined mids , and respectable bass .",bass,positive
This unit comes with the USB/firewire cable as a standard item now.,USB,positive
This unit comes with the USB/firewire cable as a standard item now.,firewire,positive
We then split some appetizers as the portions are large - the calamari salad was fantastic.,appetizers,neutral
We then split some appetizers as the portions are large - the calamari salad was fantastic.,portions,positive
We then split some appetizers as the portions are large - the calamari salad was fantastic.,calamari salad,positive
"I've been struggling with a chronic illness for years , and it's been incredibly difficult to find a doctor who takes my symptoms seriously .",doctor,negative
"The writing style of this book was beautiful and poetic . I found myself savoring every word . However , the ending felt rushed and unsatisfying .",writing style,positive
"The writing style of this book was beautiful and poetic . I found myself savoring every word . However , the ending felt rushed and unsatisfying .",ending,negative
I was pleasantly surprised by how engaging and informative the science museum was .,science museum,positive
I was pleasantly surprised by how engaging and informative the science museum was .,science museum,positive
"The Scene Flanked by a diner-style bar on one side and glass cases of sweets on the other, General Store resembles a cozy mom-and-pop rest stop on the way through Pennsylvania Dutch country--minus the cheesy gift shop.",Scene,neutral
"The Scene Flanked by a diner-style bar on one side and glass cases of sweets on the other, General Store resembles a cozy mom-and-pop rest stop on the way through Pennsylvania Dutch country--minus the cheesy gift shop.",bar,neutral
The waitress suggested glasses of wine that went very well with the food .,glasses of wine,positive
  Dealing with the support drone on the other end of the chat was sheer torture.,support,negative
Awesome Pizza especially the Margheritta slice .,Pizza,positive
Awesome Pizza especially the Margheritta slice .,Margheritta,positive
I expected there to be more options for tapas the food was mediocre but the service was pretty good.,tapas,neutral
I expected there to be more options for tapas the food was mediocre but the service was pretty good.,service,positive
"The outdoor tables overlooking bucolic Irving Place, or the wooden ones inside, are prime spots for brunch featuring all the usual suspects--omelets, pancakes, French toast--served on cast iron skillets and griddles.",outdoor tables,neutral
"The outdoor tables overlooking bucolic Irving Place, or the wooden ones inside, are prime spots for brunch featuring all the usual suspects--omelets, pancakes, French toast--served on cast iron skillets and griddles.",Place,neutral
"The outdoor tables overlooking bucolic Irving Place, or the wooden ones inside, are prime spots for brunch featuring all the usual suspects--omelets, pancakes, French toast--served on cast iron skillets and griddles.",brunch,neutral
"The outdoor tables overlooking bucolic Irving Place, or the wooden ones inside, are prime spots for brunch featuring all the usual suspects--omelets, pancakes, French toast--served on cast iron skillets and griddles.",suspects,positive
"The outdoor tables overlooking bucolic Irving Place, or the wooden ones inside, are prime spots for brunch featuring all the usual suspects--omelets, pancakes, French toast--served on cast iron skillets and griddles.",pancakes,neutral
"The outdoor tables overlooking bucolic Irving Place, or the wooden ones inside, are prime spots for brunch featuring all the usual suspects--omelets, pancakes, French toast--served on cast iron skillets and griddles.",French toast--served,neutral
Meat wasn't fall-off-the bone (a sign of over-cooking) but was tender and had deep flavor.,Meat,negative
Meat wasn't fall-off-the bone (a sign of over-cooking) but was tender and had deep flavor.,flavor,positive
It is a nice router in all ways but one.,router,positive
I can barely use any usb devices because they will not stay connected properly.,usb devices,negative
I got fed up waiting that I went to get the check and paid for it at the counter where my waitor was busy flirting with the cashier.,waiting,negative
I got fed up waiting that I went to get the check and paid for it at the counter where my waitor was busy flirting with the cashier.,counter,neutral
"i must have heard this about a dozen times over the span of 2 weeks , when t-zones never worked .",zone,negative
"Laptop was in new condition and operational, but for the audio problem when 1st sent for repair.",audio,negative
there are instructions to encrypt your personal wirless network so no one else can end up hogging/stealing your bandwidth.,instructions,positive
"the soups were superb and only $2 a bowl, and the entire dinner, with beers, cost less than $30 for two people.",soups,positive
"the soups were superb and only $2 a bowl, and the entire dinner, with beers, cost less than $30 for two people.",bowl,neutral
"the soups were superb and only $2 a bowl, and the entire dinner, with beers, cost less than $30 for two people.",dinner,neutral
"the soups were superb and only $2 a bowl, and the entire dinner, with beers, cost less than $30 for two people.",beers,neutral
"the soups were superb and only $2 a bowl, and the entire dinner, with beers, cost less than $30 for two people.",cost,neutral
Or the cursor would show up some place else.,cursor,negative
The first one lasted about 6 years of heavy use.,router,positive
"on the positive side , the sound of the player is pretty good , once you have everything configured .",sound,positive
You can use the OBEX File Transfer service with bluetooth from linux (KDE-bluetooth provieds a nice intergration into Konqueror for this) for sending files to the phone.,bluetooth,positive
"The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",kitchen,positive
"The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",bar seating,neutral
"The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",waitress,positive
"The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",chefs,positive
"The kitchen is open and surrounded by bar seating (the only kind of seating), and they have a nice set-up where the waitress stays behind the bar and the chefs deliver your food after you have watched them prepare it.",food,neutral
"Not only did the food take an eternity to come out; but the waiter never checked in, explained the delay for the food, or refreshed our drinks.",waiter,negative
"Not only did the food take an eternity to come out; but the waiter never checked in, explained the delay for the food, or refreshed our drinks.",drinks,neutral
i have taken hundreds of photos with it and i continue to be amazed by their quality .,quality,positive
"the player hangs up on file transfer every once-in-a-while , prompting a reset .",transfer,negative
"Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.",carry,positive
"If we were to move from the upper east side , we would genuinely miss this restaurant .",restaurant,positive
"service was very good - prompt , attentive and non - intrusive .",service,positive
"service was very good - prompt , attentive and non - intrusive .",service,positive
"service was very good - prompt , attentive and non - intrusive .",service,positive
"service was very good - prompt , attentive and non - intrusive .",service,positive
"i am able to carry it close to my body , in places where other phones are not so easily concealed .",size,positive
They are the best bagels I 've had .,bagels,positive
"the service is amazing , i ' ve had different waiters and they were all nice , which is a rare thing in nyc .",service,positive
"the service is amazing , i ' ve had different waiters and they were all nice , which is a rare thing in nyc .",waiters,positive
"The weather forecast said it would be sunny all day , but it's been raining non-stop .",weather forecast,neutral
"The weather forecast said it would be sunny all day , but it's been raining non-stop .",it,negative
"Louis), select sides (stay away from the mac and cheese.",sides,neutral
"Louis), select sides (stay away from the mac and cheese.",mac,negative
"Louis), select sides (stay away from the mac and cheese.",cheese,negative
"Flavorful Indian favorites like vegetable pakora, lamb tikka masala and tandoori chicken, as well as unexpected offerings such as Alaska king crab legs and fried coconut shrimp, are served at extremely reasonable prices.",vegetable pakora,neutral
"Flavorful Indian favorites like vegetable pakora, lamb tikka masala and tandoori chicken, as well as unexpected offerings such as Alaska king crab legs and fried coconut shrimp, are served at extremely reasonable prices.",lamb tikka masala and tandoori chicken,neutral
"Flavorful Indian favorites like vegetable pakora, lamb tikka masala and tandoori chicken, as well as unexpected offerings such as Alaska king crab legs and fried coconut shrimp, are served at extremely reasonable prices.",Alaska king crab legs and fried coconut shrimp,positive
"Flavorful Indian favorites like vegetable pakora, lamb tikka masala and tandoori chicken, as well as unexpected offerings such as Alaska king crab legs and fried coconut shrimp, are served at extremely reasonable prices.",prices,positive
"the sound quality is excellent ( and i 'm fussy with that stuff ) , the unit looks cool , screen is bright and easy to read , and the replaceable battery means a major advantage over the ipod ( besides the price , but everyone knows that ) .",quality,positive
"the sound quality is excellent ( and i 'm fussy with that stuff ) , the unit looks cool , screen is bright and easy to read , and the replaceable battery means a major advantage over the ipod ( besides the price , but everyone knows that ) .",look,positive
"the sound quality is excellent ( and i 'm fussy with that stuff ) , the unit looks cool , screen is bright and easy to read , and the replaceable battery means a major advantage over the ipod ( besides the price , but everyone knows that ) .",screen,positive
"the sound quality is excellent ( and i 'm fussy with that stuff ) , the unit looks cool , screen is bright and easy to read , and the replaceable battery means a major advantage over the ipod ( besides the price , but everyone knows that ) .",battery,positive
The waitress was slow and forgot drinks and food we ordered.,waitress,negative
The waitress was slow and forgot drinks and food we ordered.,drinks,neutral
"Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home ... ..very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele ... ..all on Roosevelt Avenue !",decor,positive
"Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home ... ..very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele ... ..all on Roosevelt Avenue !",food,positive
"Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home ... ..very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele ... ..all on Roosevelt Avenue !",food,positive
"Fabulous decor - makes you feel like you 're in a trendy Manhattan restaurant , very very good food , cheaply-priced , generally friendly staff , and if you 're a Manhattanite , or spend most of your time in Manhattan , Rice Avenue will make you feel at home ... ..very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele ... ..all on Roosevelt Avenue !",staff,positive
"the service leaves much to be desired , from feeling like you are rushed the place your order , to being ignored the rest of the night .",service,negative
"on the subject of headphones , this thing seems like a normal mp3 player when you use the headphones they give you in the box , but invest 30 dollars in a nice pair and the sound quality goes up through the roof !",headphone,negative
"on the subject of headphones , this thing seems like a normal mp3 player when you use the headphones they give you in the box , but invest 30 dollars in a nice pair and the sound quality goes up through the roof !",sound,positive
"I find the attitude of the managers to be appallingly superior, and the food below average, at sky-high prices.",attitude,positive
"I find the attitude of the managers to be appallingly superior, and the food below average, at sky-high prices.",managers,positive
"I find the attitude of the managers to be appallingly superior, and the food below average, at sky-high prices.",food,negative
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",applications,positive
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",internet,neutral
"While I mostly use it for email, internet and gaming, I'm confident all other applications live up to the high standard I've come to appreciate from Mac laptops.",gaming,neutral
"My computer froze on several occasion, had buttons that randomely would fall off and even had moments when the computer would refuse to turn on at all.",buttons,negative
Each battery lasts about 10-11 hours.,life,positive
I recently visited the doctor for a routine check-up and was pleasantly surprised by the level of care I received .,doctor,positive
And the video quality is amazing.,video,positive
The zoom function on this camera is so loud that sometimes you will be unable to use it if you find yourself in a situation where you must be quiet.,zoom,negative
1 ) The rising inflation rate is making it difficult for people to afford basic necessities .,inflation rate,negative
the camera was a marvel .,camera,positive
"It is buggy, slow and basically frustrates the heck out of the user.",slow,negative
"The good:  1) Large LCD screen, colorful display, good resolution.",screen,positive
"The good:  1) Large LCD screen, colorful display, good resolution.",display,positive
"The sound quality of these headphones is excellent , but the ear cups are too small and uncomfortable for extended use .",sound quality,positive
"The sound quality of these headphones is excellent , but the ear cups are too small and uncomfortable for extended use .",ear cups,negative
it worked from 12-26 to 1-9 at which time the picture failed completely ( see other negative reviews-my unit was n't the only one this happened to . ),picture,negative
keys are all in weird places and is way too large for the way it is designed.,keys,negative
keys are all in weird places and is way too large for the way it is designed.,designed,negative
"In fact , while leaving the place we saw two people looking at the menu , and I could n't help telling them that the food was horrible .",food,negative
Going to bring it to service today.,service,neutral
super yummy pizza !,pizza,positive
"The router has obviously problems with static IP addresses , firewalls and numerous other programs .",router,negative
"I must start by stating plainly that I love Jeollado, but it is loud, the service is bad, but the rolls are great and it is the best deal (CHEAP) in town.",service,negative
"I must start by stating plainly that I love Jeollado, but it is loud, the service is bad, but the rolls are great and it is the best deal (CHEAP) in town.",rolls,positive
The porterhouse is as good a steak you are going to find in NYC or the surrounding area.,steak,positive
The porterhouse is as good a steak you are going to find in NYC or the surrounding area.,area,neutral
we ate at this thai place following the reviews but very unhappy with the foods .,foods,negative
The news coverage of the recent political scandal was biased and sensationalized .,news coverage,negative
The news coverage of the recent political scandal was biased and sensationalized .,news coverage,negative
The battery gets so HOT it is scary.,battery,negative
Raga stands out with an interesting fusion of French and Indian cooking .,fusion of French and Indian cooking,positive
"sometimes i've just ordered arepas and empanadas for my meal; other times, i've split a dinner entree and an appetizer with a friend and been satisfied, since the portions are so huge.",meal,neutral
"sometimes i've just ordered arepas and empanadas for my meal; other times, i've split a dinner entree and an appetizer with a friend and been satisfied, since the portions are so huge.",dinner entree,neutral
"sometimes i've just ordered arepas and empanadas for my meal; other times, i've split a dinner entree and an appetizer with a friend and been satisfied, since the portions are so huge.",appetizer,neutral
"sometimes i've just ordered arepas and empanadas for my meal; other times, i've split a dinner entree and an appetizer with a friend and been satisfied, since the portions are so huge.",portions,positive
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections .,staff,positive
We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections .,manager,positive
avoid this place !,place,negative
"A friend asked for cheese on her pasta and the waitstaff, including the manager, REFUSED to give it to her.",cheese,neutral
"A friend asked for cheese on her pasta and the waitstaff, including the manager, REFUSED to give it to her.",pasta,neutral
"A friend asked for cheese on her pasta and the waitstaff, including the manager, REFUSED to give it to her.",manager,negative
Each dish had its own distinct character and pleasant flavor surprises.,dish,neutral
Each dish had its own distinct character and pleasant flavor surprises.,flavor surprises,positive
"Simple Italian fare, with an emphasis on familiar pastas, include My Father's Style Rigatoni, served with thick slices of sausage and veal meatballs.",slices of sausage,positive
"Simple Italian fare, with an emphasis on familiar pastas, include My Father's Style Rigatoni, served with thick slices of sausage and veal meatballs.",veal meatballs,neutral
"The stock market has been steadily rising , which is great news for investors , but it's important to remember that these gains do not necessarily reflect the health of the overall economy .",stock market,positive
"The stock market has been steadily rising , which is great news for investors , but it's important to remember that these gains do not necessarily reflect the health of the overall economy .",gains,neutral
"I tried the Crab Croquettes (delicious, and yes, the sauce IS hot) and the Salade Jumelle (a good, basic mesculen salad).",Crab Croquettes,positive
"I tried the Crab Croquettes (delicious, and yes, the sauce IS hot) and the Salade Jumelle (a good, basic mesculen salad).",sauce,positive
"I tried the Crab Croquettes (delicious, and yes, the sauce IS hot) and the Salade Jumelle (a good, basic mesculen salad).",Salade,positive
"I tried the Crab Croquettes (delicious, and yes, the sauce IS hot) and the Salade Jumelle (a good, basic mesculen salad).",Salad,positive
"The camera body feels sturdy and well-built , but the autofocus system is slow and unreliable .",camera body,positive
"The camera body feels sturdy and well-built , but the autofocus system is slow and unreliable .",autofocus system,negative
"Works great, no odor, and uses regular bags.",Works,positive
The bar seemed like a good place to sit and have some food as we were not even offered a table.,bar,neutral
The bar seemed like a good place to sit and have some food as we were not even offered a table.,place,positive
"The art exhibit was visually stunning , but the lack of information about the artists and their work was disappointing .",art exhibit,positive
"The art exhibit was visually stunning , but the lack of information about the artists and their work was disappointing .",information about the artists and their,negative
"The Food The French-Belgian menu is small, and everything on it is satisfyingly savory, such as a simple pot of mussels in a choice of sauces (beer and bacon, creamy mushroom, or white wine-and-garlic broth); beef stewed with beer and prunes; and a juicy croque monsieur.",Food,negative
"The Food The French-Belgian menu is small, and everything on it is satisfyingly savory, such as a simple pot of mussels in a choice of sauces (beer and bacon, creamy mushroom, or white wine-and-garlic broth); beef stewed with beer and prunes; and a juicy croque monsieur.",pot,neutral
"The Food The French-Belgian menu is small, and everything on it is satisfyingly savory, such as a simple pot of mussels in a choice of sauces (beer and bacon, creamy mushroom, or white wine-and-garlic broth); beef stewed with beer and prunes; and a juicy croque monsieur.",mussels,neutral
"The Food The French-Belgian menu is small, and everything on it is satisfyingly savory, such as a simple pot of mussels in a choice of sauces (beer and bacon, creamy mushroom, or white wine-and-garlic broth); beef stewed with beer and prunes; and a juicy croque monsieur.",choice of sauces,neutral
"The Food The French-Belgian menu is small, and everything on it is satisfyingly savory, such as a simple pot of mussels in a choice of sauces (beer and bacon, creamy mushroom, or white wine-and-garlic broth); beef stewed with beer and prunes; and a juicy croque monsieur.",white wine-and-garlic broth,neutral
"The Food The French-Belgian menu is small, and everything on it is satisfyingly savory, such as a simple pot of mussels in a choice of sauces (beer and bacon, creamy mushroom, or white wine-and-garlic broth); beef stewed with beer and prunes; and a juicy croque monsieur.",beef stewed with beer,neutral
"For more than a year, and it is totally reliable.",reliable,positive
"The game was a huge disappointment , the graphics were outdated , and the controls were clunky .",game,negative
"The game was a huge disappointment , the graphics were outdated , and the controls were clunky .",graphics,negative
"The game was a huge disappointment , the graphics were outdated , and the controls were clunky .",controls,negative
"Have eaten at Ginger House several times , and it 's always good .",Ginger House,positive
